,Title,Developer,Publisher,First released,JP,EU/PAL,NA
1594,Houshin Engi 2,Koei,Koei,2002-06-27JP,Released,Unreleased,Unreleased
1595,Hresvelgr,Gust,Gust,2000-06-22JP,Released,Unreleased,Unreleased
1596,HSX HyperSonic.Xtreme,Blade Interactive,"Midas Interactive EntertainmentEU, Majesco Ent...",2002-01-25EU,Unreleased,Released,Released
1597,Hudson Selection Vol. 3: PC Genjin,Hudson Soft,Hudson Soft,2003-12-04JP,Released,Unreleased,Unreleased
1598,Hudson Selection Vol. 4: Takahashi Meijin no Bouken Jima,Hudson Soft,Hudson Soft,2003-12-18JP,Released,Unreleased,Unreleased
1599,Hugo: Bukkazoom!,ITE Media,ITE Media,2003-11-28EU,Unreleased,Released,Unreleased
1600,Hugo: Cannon Cruise,ITE Media,ITE Media,2004-11-03EU,Unreleased,Released,Unreleased
1601,Hugo: Magic In The Troll Woods,Attractive Games,Rough Trade (PlayStation 2 game designer)Rough...,2009-11-27EU,Unreleased,Released,Unreleased
1602,Hulk,Radical Entertainment,"Universal InteractiveEU,NA, CyberFrontJP",2003-05-27NA,Released,Released,Released
1603,Hummer Badlands,Eutechnyx,"Global Star SoftwareNA, 2K GamesEU",2006-04-13NA,Unreleased,Released,Released
1604,Hungry Ghosts (PlayStation 2 game)Hungry Ghosts,Deep Space,Sony Computer Entertainment,2003-07-31JP,Released,Unreleased,Unreleased
1605,Hunter: The Reckoning: Wayward,High Voltage Software,Vivendi Universal Games,2003-09-09NA,Unreleased,Released,Released
1606,Hunter X Hunter: Ryumyaku no Saidan,Konami,Konami,2001-08-30JP,Released,Unreleased,Unreleased
1607,The Hustle: Detroit Streets,Blade Interactive,Activision,2006-04-26NA,Unreleased,Unreleased,Released
1608,Hyakko: Yorozuya Jikenbo!,5pb,5pb,2009-04-09JP,Released,Unreleased,Unreleased
1609,Hype: The Time Quest,Ubisoft Montreal,Ubisoft,2002-09-20EU,Unreleased,Released,Unreleased
1610,Hyper Street Fighter II: The Anniversary Edition,Capcom,Capcom,2003-12-18JP,Released,Released,Unreleased
1611,Hyper Street Fighter II: The Anniversary Edition / Vampire: Darkstalkers Collection Value Pack,Capcom,Capcom,2008-09-18JP,Released,Unreleased,Unreleased
1612,I Love Baseball: Pro Yakyuu o Koyonaku Aisuru Hitotachi e,Sammy Studios,Sammy Studios,2004-07-29JP,Released,Unreleased,Unreleased
1613,I-Ninja,Argonaut Games,"NamcoNA, Sony Computer EntertainmentEU",2003-11-18NA,Unreleased,Released,Released
1614,I/O,Regista,GN Software,2006-01-26JP,Released,Unreleased,Unreleased
1615,I.Q. Remix+: Intelligent Qube,Sugar and Rockets,Sony Computer Entertainment,2000-03-23JP,Released,Unreleased,Unreleased
1616,I's Pure,Regista,Takara Tomy,2006-11-09JP,Released,Unreleased,Unreleased
1617,Ibara,Cave,Taito,2006-02-23JP,Released,Unreleased,Unreleased
1618,Ice Age 2: The Meltdown,Eurocom,Vivendi Universal Games,2006-03-14NA,Released,Released,Released
1619,Ice Age: Dawn of the Dinosaurs,Eurocom,Activision,2009-06-24AU,Unreleased,Released,Released
1620,Ichigeki Sacchuu!! HoiHoi-San,Konami,Konami,2003-11-27JP,Released,Unreleased,Unreleased
1621,Ichigo 100% Strawberry Diary,Alpha Unit,Tomy,2005-02-10JP,Released,Unreleased,Unreleased
1622,Ichigo Mashimaro,ASCII Media Works,ASCII Media Works,2005-08-11JP,Released,Unreleased,Unreleased
1623,Ico,Team Ico,Sony Computer Entertainment,2001-09-24NA,Released,Released,Released
1624,Ide Yosuke no Mahjong Kazoku 2,Opus,SETA Corporation,2000-10-12JP,Released,Unreleased,Unreleased
1625,Idol Janshi R: Janguru Project,Pacific Century Cyber Works,Pacific Century Cyber Works,2002-12-19JP,Released,Unreleased,Unreleased
1626,Idol Janshi Suchie-Pai IV,Jaleco Entertainment,Jaleco Entertainment,2007-10-11JP,Released,Unreleased,Unreleased
1627,Igo,Success,Success,2003-07-31JP,Released,Unreleased,Unreleased
1628,The Igo,Yuki,D3 Publisher,2002-06-25JP,Released,Unreleased,Unreleased
1629,Igo 4,Magnolia,Magnolia,2004-07-22JP,Released,Unreleased,Unreleased
1630,IGPX: Immortal Grand Prix,Namco Bandai Games,"BandaiJP, Namco Bandai GamesNA",2006-03-30JP,Released,Unreleased,Released
1631,IHRA Drag Racing 2,Bethesda Softworks,Bethesda Softworks,2002-12-09NA,Unreleased,Unreleased,Released
1632,IHRA Drag Racing: Sportsman Edition,Bethesda Softworks,Bethesda Softworks,2006-06-13NA,Unreleased,Unreleased,Released
1633,IHRA Professional Drag Racing 2005,Bethesda Softworks,Bethesda Softworks,2004-11-09NA,Unreleased,Unreleased,Released
1634,Iinazuke,PrincessSoft,PrincessSoft,2007-04-26JP,Released,Unreleased,Unreleased
1635,Ikki Tousen: Shining Dragon,Marvelous Entertainment,Marvelous Entertainment,2007-07-26JP,Released,Unreleased,Unreleased
1636,Ikuze! Onsen Takkyuu!!,Psikyo,Psikyo,2000-12-21JP,Released,Unreleased,Unreleased
1637,Impossible Mission,System 3,System 3,2007-08-31EU,Unreleased,Released,Unreleased
1638,In the Groove,Roxor Games,Red Octane,2005-06-08NA,Unreleased,Unreleased,Released
1639,Inaka Kurashi: Nan no Shima no Monogatari,Polygon Magic,Victor Interactive Software,2002-09-12JP,Released,Unreleased,Unreleased
1640,The Incredible Hulk,Edge of Reality,Sega,2008-06-05NA,Unreleased,Released,Released
1641,The Incredible Hulk: Ultimate Destruction,Radical Entertainment,Vivendi Universal Games,2005-08-23NA,Unreleased,Released,Released
1642,The Incredibles,Heavy Iron Studios,"THQEU,NA, D3 PublisherJP",2004-10-31NA,Released,Released,Released
1643,The Incredibles: Rise of the Underminer,Heavy Iron Studios,"THQEU,NA, SegaJP",2005-11-01NA,Released,Released,Released
1644,Indiana Jones and the Emperor's Tomb,The Collective,"LucasArtsNA, ActivisionEU",2003-06-26NA,Unreleased,Released,Released
1645,Indiana Jones and the Staff of Kings,Artificial Mind and Movement,"LucasArtsNA, ActivisionPAL",2009-06-09NA,Unreleased,Released,Released
1646,Indigo Prophecy,Quantic Dream,Atari,2005-09-16EU,Released,Released,Released
1647,IndyCar Series,Brain in a Jar,Codemasters,2003-05-21NA,Unreleased,Released,Released
1648,IndyCar Series 2005,Codemasters,Codemasters,2004-06-24EU,Unreleased,Released,Unreleased
1649,Infinity Plus,CyberFront,CyberFront,2008-10-09JP,Released,Unreleased,Unreleased
1650,Initial D Special Stage,Sega Rosso,Sega,2003-06-26JP,Released,Unreleased,Unreleased
1651,Initial D - Takahashi Ryosuke no Typing Saisoku Riron,e Frontier,SunSoft,2001-10-04JP,Released,Unreleased,Unreleased
1652,Innocent Life: A Futuristic Harvest Moon,ArtePiazza,"Marvelous EntertainmentJP, NatsumeNA",2007-03-29JP,Released,Unreleased,Released
1653,Inspector Gadget: Mad Robots Invasion,Silmarils,Light and Shadow Production,2003EU,Unreleased,Released,Unreleased
1654,Intellivision Lives!,Realtime Associates,"Crave EntertainmentNA, Play It!EU",2003-11-20NA,Unreleased,Released,Released
1655,Interlude,Longshot,"Crave EntertainmentNA, Play It!EU",2003-10-09JP,Released,Unreleased,Unreleased
1656,International Cricket Captain III,Empire Interactive,Empire Interactive,2007-11-16PAL,Unreleased,Released,Unreleased
1657,International Cue Club 2,Midas Interactive Entertainment,Midas Interactive Entertainment,2005-09-02PAL,Unreleased,Released,Unreleased
1658,International Golf Pro,Aqua Pacific,Oxygen Games,2004-04-08EU,Unreleased,Released,Unreleased
1659,International Pool Championship,Play It!,Play It!,2003-11-28EU,Unreleased,Released,Unreleased
1660,International Snooker Championship,Play It!,Play It!,2004-01-16EU,Unreleased,Released,Unreleased
1661,International Super Karts,Midas Interactive Entertainment,Midas Interactive Entertainment,2005-09-02EU,Unreleased,Released,Unreleased
1662,International Superstar Soccer,Konami,Konami,2000-08-03JP,Released,Released,Unreleased
1663,International Superstar Soccer 2,Konami,Konami,2002-05-17EU,Unreleased,Released,Unreleased
1664,International Superstar Soccer 3,Konami,Konami,2003-03-28EU,Unreleased,Released,Unreleased
1665,International Tennis Pro,Aqua Pacific,Midas Interactive Entertainment,2007-03-09EU,Unreleased,Released,Unreleased
1666,Internet Igo,Success,Success,2002-06-13JP,Released,Unreleased,Unreleased
1667,Internet Mahjong,Success,Success,2002-06-13JP,Released,Unreleased,Unreleased
1668,Internet Othello,Success,Success,2002-06-13JP,Released,Unreleased,Unreleased
1669,Internet Shogi,Success,Success,2002-06-13JP,Released,Unreleased,Unreleased
1670,InuYasha: Feudal Combat,Eighting/Raizing,Bandai,2005-06-16JP,Released,Unreleased,Released
1671,InuYasha: The Secret of the Cursed Mask,Kamui,Bandai,2004-03-18JP,Released,Unreleased,Released
1672,Iridium Runners,Plystos Entertainment,SouthPeak Games,2008-02-20NA,Unreleased,Released,Released
1673,Iris,KID,KID,2003-02-27JP,Released,Unreleased,Unreleased
1674,Iron Aces 2: Birds of Prey,Opera House,"Kadokawa GamesJP, Xicat InteractiveEU",2001-02-22JP,Released,Released,Unreleased
1675,Iron Chef,Phoenix Games,Phoenix Games,2007-12-01JP,Unreleased,Released,Unreleased
1676,Iron Man,Artificial Mind and Movement,Sega,2008-05-02NA,Unreleased,Released,Released
1677,Iron Sea,Tamsoft,"D3 PublisherJP, 505 Game StreetEU",2004-05-20JP,Released,Released,Unreleased
1678,Ishikura Noboru no Igo Kouza: Chuukyuuhen,Unbalance,Unbalance,2003-10-23JP,Released,Unreleased,Unreleased
1679,Ishikura Noboru no Igo Kouza: Joukyuuhen,Unbalance,Unbalance,2004-01-15JP,Released,Unreleased,Unreleased
1680,Ishikura Noboru no Igo Kouza: Nyuumonhen,Unbalance,Unbalance,2003-09-25JP,Released,Unreleased,Unreleased
1681,Island Xtreme Stunts,Silicon Dreams Studio,"Electronic Arts, Lego Interactive",2002-09-22NA,Unreleased,Released,Released
1682,Itadaki Street 3: Okumanchouja ni Shite Ageru!,Crea-Tech,Enix Corporation,2002-02-28JP,Released,Unreleased,Unreleased
1683,The Italian Job,Climax Studios,Eidos Interactive,2003-06-24NA,Unreleased,Released,Released
1684,"Itsuka, Todoku, Ano Sora ni",Russel Corporation,Russel Corporation,2007-10-25JP,Released,Unreleased,Unreleased
1685,Izayoi Renka,Chise,Kaga Tech,2004-03-18JP,Released,Unreleased,Unreleased
1686,Izumo 2,Studio e.go!,GN Software,2006-04-27JP,Released,Unreleased,Unreleased
1687,Izumo 2: Gakuen Kyousoukyoku,Studio e.go!,GN Software,2008-01-31JP,Released,Unreleased,Unreleased
1688,Izumo Complete,Studio e.go!,GN Software,2005-02-03JP,Released,Unreleased,Unreleased
1689,Izumo Zero,Studio e.go!,Success,2007-07-12JP,Released,Unreleased,Unreleased
1690,J.League Pro Soccer Club o Tsukurou! '04,Smilebit,Sega,2004-06-24JP,Released,Unreleased,Unreleased
1691,J.League Pro Soccer Club o Tsukurou! 3,Smilebit,Sega,2003-06-05JP,Released,Unreleased,Unreleased
1692,J.League Pro Soccer Club o Tsukurou! 5,Sega,Sega,2007-02-01JP,Released,Unreleased,Unreleased
1693,J.League Tactics Manager,Sammy Studios,Sammy Studios,2003-02-13JP,Released,Unreleased,Unreleased
1694,J.League Winning Eleven 10 + Europa League 06-07,Konami,Konami,2006-11-22JP,Released,Unreleased,Unreleased
1695,J.League Winning Eleven 2007 Club Championship,Konami,Konami,2007-08-02JP,Released,Unreleased,Unreleased
1696,J.League Winning Eleven 2008 Club Championship,Konami,Konami,2008-08-21JP,Released,Unreleased,Unreleased
1697,J.League Winning Eleven 2009 Club Championship,Konami,Konami,2009-08-06JP,Released,Unreleased,Unreleased
1698,J.League Winning Eleven 2010 Club Championship,Konami,Konami,2010-08-05JP,Released,Unreleased,Unreleased
1699,J.League Winning Eleven 5,Konami,Konami,2001-10-25JP,Released,Unreleased,Unreleased
1700,J.League Winning Eleven 6,Konami,Konami,2002-09-19JP,Released,Unreleased,Unreleased
1701,J.League Winning Eleven 8: Asia Championship,Konami,Konami,2004-11-18JP,Released,Unreleased,Unreleased
1702,J.League Winning Eleven 9: Asia Championship,Konami,Konami,2005-11-17JP,Released,Unreleased,Unreleased
1703,J.League Winning Eleven Tactics,Konami,Konami,2003-12-11JP,Released,Unreleased,Unreleased
1704,Jackass: The Game,Sidhe Interactive,Empire Interactive,2007-09-24NA,Unreleased,Released,Released
1705,Jacked,Sproing,"XplosivEU, Studio9KO, D3 PublisherJP",2003-11-23EU,Released,Released,Unreleased
1706,Jackie Chan Adventures,Atomic Planet Entertainment,Sony Computer Entertainment,2004-10-01EU,Unreleased,Released,Unreleased
1707,Jackpot Madness,Dorasu,505 Game Street,2006EU,Unreleased,Released,Unreleased
1708,Jade Cocoon 2,Genki,"GenkiJP, UbisoftEU,NA",2001-08-30JP,Released,Released,Released
1709,Jak 3,Naughty Dog Software,Sony Computer Entertainment,2004-11-09NA,Released,Released,Released
1710,Jak and Daxter: The Lost Frontier,High Impact Games,Sony Computer Entertainment,2009-11-03NA,Unreleased,Released,Released
1711,Jak and Daxter: The Precursor Legacy,Naughty Dog Software,Sony Computer Entertainment,2001-12-03NA,Released,Released,Released
1712,Jak II,Naughty Dog Software,Sony Computer Entertainment,2003-10-14NA,Released,Released,Released
1713,Jak Triple Pack,Naughty Dog Software,Sony Computer Entertainment,2009-03-20EU,Unreleased,Released,Unreleased
1714,Jak X: Combat Racing,Naughty Dog Software,Sony Computer Entertainment,2005-10-18NA,Unreleased,Released,Released
1715,James Bond 007: Agent Under Fire,EA Redwood Shores,Electronic Arts,2001-11-13NA,Unreleased,Released,Released
1716,James Bond 007: Everything or Nothing,EA Redwood Shores,Electronic Arts,2004-02-11JP,Released,Released,Released
1717,James Cameron's Dark Angel,Radical Entertainment,Sierra Entertainment,2002-11-18NA,Unreleased,Released,Released
1718,James Pond: Codename Robocod,Gameware Development,Play It!,2006-07-28EU,Unreleased,Released,Unreleased
1719,Jamster Allstars,EKO Software,Turtle Games,2008-02-29EU,Unreleased,Released,Unreleased
1720,Jan Sangoku Musou,Omega Force,Koei,2006-03-23JP,Released,Unreleased,Unreleased
1721,Jaws Unleashed,Appaloosa Interactive,"Majesco EntertainmentAU,NA, THQEU",2006-05-23NA,Unreleased,Released,Released
1722,Jeep Thrills,Game Sauce,"DSI GamesNA, Zoo Digital PublishingPAL",2008-08-05NA,Unreleased,Released,Released
1723,Jello,Phoenix Games,Phoenix Games,2006EU,Unreleased,Released,Unreleased
1724,Jelly Belly: Ballistic Beans,Blue Monkey Studios,"Zoo Digital PublishingEU, Zoo GamesNA",2009-03-27EU,Unreleased,Released,Released
1725,Jeopardy!,Artech Studios,Atari,2003-10-28NA,Unreleased,Unreleased,Released
1726,Jeremy McGrath Supercross World,Acclaim Studios Salt Lake City,Acclaim Max Sports,2001-11-15NA,Unreleased,Released,Released
1727,Jet de Go! 2: Let's Go By Airliner,Taito,Taito,2002-03-28JP,Released,Unreleased,Unreleased
1728,Jet Ion Grand Prix,Gust,"GustJP, UbisoftEU",2000-12-21JP,Released,Released,Unreleased
1729,Jet X2O,Killer Game,Sony Computer Entertainment,2002-10-28NA,Unreleased,Unreleased,Released
1730,Jetix Puzzle Buzzle,Broadsword Interactive,Blast! Entertainment Ltd,2008-01-24AU,Unreleased,Released,Unreleased
1731,Jewels Ocean: Star of Sierra Leone,Pionesoft,Pionesoft,2006-02-23JP,Released,Unreleased,Unreleased
1732,Jigoku Shoujo Mioyosuga,Compile Heart,Compile Heart,2009-09-17JP,Released,Unreleased,Unreleased
1733,Jikkyou G1 Stable,Konami,Konami,2000-09-28JP,Released,Unreleased,Unreleased
1734,Jikkyou G1 Stable 2,Konami,Konami,2002-03-28JP,Released,Unreleased,Unreleased
1735,Jikkyou J.League Perfect Striker 3,Konami,Konami,2001-03-22JP,Released,Unreleased,Unreleased
1736,Jikkyou J.League Perfect Striker 4,Konami,Konami,2001-12-27JP,Released,Unreleased,Unreleased
1737,Jikkyou J.League Perfect Striker 5,Konami,Konami,2002-07-25JP,Released,Unreleased,Unreleased
1738,Jikkyou Jitsumei Keiba Dream Classic 2001 Autumn,Dream Japan,Bandai,2001-11-15JP,Released,Unreleased,Unreleased
1739,Jikkyou Jitsumei Keiba Dream Classic 2001 Spring,Dream Japan,Bandai,2001-04-05JP,Released,Unreleased,Unreleased
1740,Jikkyou Powerful Major League,Konami,Konami,2006-05-11JP,Released,Unreleased,Unreleased
1741,Jikkyou Powerful Major League 2009,Konami,Konami,2009-04-29JP,Released,Unreleased,Unreleased
1742,Jikkyou Powerful Pro Yakyuu 10,Konami,Konami,2003-07-17JP,Released,Unreleased,Unreleased
1743,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,Konami,Konami,2003-12-18JP,Released,Unreleased,Unreleased
1744,Jikkyou Powerful Pro Yakyuu 11,Konami,Konami,2004-07-15JP,Released,Unreleased,Unreleased
1745,Jikkyou Powerful Pro Yakyuu 11 Chou Ketteiban,Konami,Konami,2004-12-16JP,Released,Unreleased,Unreleased
1746,Jikkyou Powerful Pro Yakyuu 12,Konami,Konami,2005-07-14JP,Released,Unreleased,Unreleased
1747,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,Konami,Konami,2005-12-15JP,Released,Unreleased,Unreleased
1748,Jikkyou Powerful Pro Yakyuu 13,Konami,Konami,2006-07-13JP,Released,Unreleased,Unreleased
1749,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,Konami,Konami,2006-12-14JP,Released,Unreleased,Unreleased
1750,Jikkyou Powerful Pro Yakyuu 14,Konami,Konami,2007-07-19JP,Released,Unreleased,Unreleased
1751,Jikkyou Powerful Pro Yakyuu 14 Ketteiban,Konami,Konami,2007-12-20JP,Released,Unreleased,Unreleased
1752,Jikkyou Powerful Pro Yakyuu 15,Konami,Konami,2008-07-24JP,Released,Unreleased,Unreleased
1753,Jikkyou Powerful Pro Yakyuu 2009,Konami,Konami,2009-03-19JP,Released,Unreleased,Unreleased
1754,Jikkyou Powerful Pro Yakyuu 7,Konami,Konami,2000-07-06JP,Released,Unreleased,Unreleased
1755,Jikkyou Powerful Pro Yakyuu 7 Ketteiban,Konami,Konami,2000-12-21JP,Released,Unreleased,Unreleased
1756,Jikkyou Powerful Pro Yakyuu 8,Konami,Konami,2001-08-30JP,Released,Unreleased,Unreleased
1757,Jikkyou Powerful Pro Yakyuu 8 Ketteiban,Konami,Konami,2001-12-20JP,Released,Unreleased,Unreleased
1758,Jikkyou Powerful Pro Yakyuu 9,Konami,Konami,2002-07-18JP,Released,Unreleased,Unreleased
1759,Jikkyou Powerful Pro Yakyuu 9 Ketteiban,Konami,Konami,2002-12-19JP,Released,Unreleased,Unreleased
1760,Jikkyou World Soccer 2000 Final Edition,Konami,Konami,2000-12-21JP,Released,Unreleased,Unreleased
1761,Jikkyou World Soccer 2001,Konami,Konami,2001-09-06JP,Released,Unreleased,Unreleased
1762,Jikkyou World Soccer 2002,Konami,Konami,2002-05-16JP,Released,Unreleased,Unreleased
1763,Jikuu Bouken Zentrix,Sting Entertainment,Bandai,2005-04-21JP,Released,Unreleased,Unreleased
1764,Jimmy Neutron Boy Genius,THQ,THQ,2002-09-26NA,Unreleased,Released,Released
1765,Jissen Pachi-Slot Hisshouhou! Aladdin A,Sammy Studios,Sammy Studios,2002-07-18JP,Released,Unreleased,Unreleased
1766,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,Sega,Sega,2005-12-15JP,Released,Unreleased,Unreleased
1767,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,Sega,Sega,2007-10-11JP,Released,Unreleased,Unreleased
1768,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken Plus,Sega,Sammy Studios,2005-02-24JP,Released,Unreleased,Unreleased
1769,Jissen Pachi-Slot Hisshouhou! Kemono-Oh,Sammy Studios,Sammy Studios,2001-10-25JP,Released,Unreleased,Unreleased
1770,Jissen Pachi-Slot Hisshouhou! King Camel,Sammy Studios,Sammy Studios,2003-10-02JP,Released,Unreleased,Unreleased
1771,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,Sega,Sega,2007-04-12JP,Released,Unreleased,Unreleased
1772,Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,Sammy Studios,Sammy Studios,2002-12-19JP,Released,Unreleased,Unreleased
1773,Jissen Pachi-Slot Hisshouhou! Onimusha 3,Sammy Studios,Sega,2005-07-14JP,Released,Unreleased,Unreleased
1774,Jissen Pachi-Slot Hisshouhou! Ore no Sora,Sega,Sega,2006-03-30JP,Released,Unreleased,Unreleased
1775,Jissen Pachi-Slot Hisshouhou! Pachi-Slot Hokuto no Ken,Sammy Studios,Sammy Studios,2004-05-27JP,Released,Unreleased,Unreleased
1776,Jissen Pachi-Slot Hisshouhou! Pachi-Slot Hokuto no Ken SE,Sega,Sega,2006-08-03JP,Released,Unreleased,Unreleased
1777,Jissen Pachi-Slot Hisshouhou! Salaryman Kintarou,Sammy Studios,Sammy Studios,2003-03-20JP,Released,Unreleased,Unreleased
1778,Jissen Pachi-Slot Hisshouhou! Sammy's Collection,Sammy Studios,Sammy Studios,2002-04-04JP,Released,Unreleased,Unreleased
1779,Jissen Pachi-Slot Hisshouhou! Sammy's Collection 2,Sammy Studios,Sammy Studios,2003-12-25JP,Released,Unreleased,Unreleased
1780,Jissen Pachi-Slot Hisshouhou! Savanna Park,Sammy Studios,Sammy Studios,2003-06-19JP,Released,Unreleased,Unreleased
1781,Jissen Pachi-Slot Hisshouhou! Selection: Salaryman Kintarou - Slotter Kintarou - Ore no Sora,Sega,Sega,2008-02-14JP,Released,Unreleased,Unreleased
1782,Jissen Pachi-Slot Hisshouhou! Ultraman Club ST,Sega,Sega,2006-03-16JP,Released,Unreleased,Unreleased
1783,Jissen Pachinko Hisshouhou! CR Aladdin Destiny EX,Sega,Sega,2007-05-31JP,Released,Unreleased,Unreleased
1784,Jissen Pachinko Hisshouhou! CR Hokuto no Ken,Sega,Sega,2005-12-22JP,Released,Unreleased,Unreleased
1785,Jissen Pachinko Hisshouhou! CR Sakura Taisen,Sega,Sega,2007-09-13JP,Released,Unreleased,Unreleased
1786,Jissen Pachinko Hisshouhou! CR Salaryman Kintarou,Sega,Sega,2006-11-30JP,Released,Unreleased,Unreleased
1787,Jitsumei Jikkyou Keiba Dream Classic 2002,Dream Japan,Bandai,2002-05-23JP,Released,Unreleased,Unreleased
1788,Johnny Bravo: Date-O-Rama!,EM Studios,Blast! Entertainment Ltd,2007-11-01EU,Unreleased,Released,Unreleased
1789,JoJo no Kimyou na Bouken: Ougon no Kaze,Capcom,Capcom,2002-07-25JP,Released,Unreleased,Unreleased
1790,Jojo no Kimyou na Bouken: Phantom Blood,Anchor Inc.,Bandai,2006-10-26JP,Released,Unreleased,Unreleased
1791,Jonny Moseley Mad Trix,3DO,3DO,2001-12-26NA,Unreleased,Released,Released
1792,Joshikousei Game's-High!!,Design Factory,Idea Factory,2006-09-28JP,Released,Unreleased,Unreleased
1793,Judge Dredd: Dredd vs. Death,"Vivendi Universal GamesEU, BAM! EntertainmentNA",Unreleased,2003-10-17EU,Unreleased,Released,Released
1794,Judie no Atelier: Gramnad no Renkinjutsushi,Gust,Gust,2002-06-27JP,Released,Unreleased,Unreleased
1795,Juiced,Juice Games,THQ,2005-06-13NA,Released,Released,Released
1796,Juiced 2: Hot Import Nights,Juice Games,THQ,2007-09-17NA,Released,Released,Released
1797,Jumanji,Atomic Planet Entertainment,Blast! Entertainment Ltd,2006EU,Unreleased,Released,Unreleased
1798,Jumper: Griffin's Story,Collision Studios,Brash Entertainment,2008-02-12NA,Unreleased,Released,Released
1799,Junior Board Games,Mere Mortals,Oxygen Games,2004-11-04EU,Unreleased,Released,Unreleased
1800,Junjou Romanchika: Koi no Doki Doki Daisakusen,Marvelous Entertainment,Marvelous Entertainment,2008-11-27JP,Released,Unreleased,Unreleased
1801,Jurassic Park: Operation Genesis,Blue Tongue Entertainment,"Vivendi Universal GamesEU,NA, KonamiJP",2003-03-25NA,Released,Released,Released
1802,Jurassic: The Hunted,Cauldron,Activision,2009-11-03NA,Unreleased,Unreleased,Released
1803,Just Cause,Avalanche Studios,Eidos Interactive,2006-09-22EU,Unreleased,Released,Released
1804,Justice League Heroes,Snowblind Studios,"Warner Bros. InteractiveNA, Eidos InteractivePAL",2006-10-17NA,Unreleased,Released,Released
1805,Juujigen Rippoutai Cipher: Game of Survival,Abel Software,Abel Software,2007-06-28JP,Released,Unreleased,Unreleased
1806,"Juuni Kokuki: Guren no Shirube, Koujin no Michi",Konami,Konami,2003-08-28JP,Released,Unreleased,Unreleased
1807,"Juuni Kokuki: Kakukakutaru Oudou, Kouryoku no Uka",Konami,Konami,2004-06-17JP,Released,Unreleased,Unreleased
1808,K-1 Premium 2004 Dynamite!!,FEG,D3 Publisher,2004-12-22JP,Released,Unreleased,Unreleased
1809,K-1 Premium 2005 Dynamite,HuneX,D3 Publisher,2005-12-22JP,Released,Unreleased,Unreleased
1810,K-1 World GP 2005,D3 Publisher,D3 Publisher,2005-12-01JP,Released,Unreleased,Unreleased
1811,K-1 World GP 2006,D3 Publisher,D3 Publisher,2006-11-22JP,Released,Unreleased,Unreleased
1812,K-1 World Grand Prix,Konami,Konami,2002-11-28JP,Released,Unreleased,Unreleased
1813,K-1 World Grand Prix 2001,Konami,Konami,2001-12-06JP,Released,Unreleased,Unreleased
1814,K-1 World Grand Prix 2003,Konami,Konami,2003-11-27JP,Released,Unreleased,Unreleased
1815,K-1 World Grand Prix: The Beast Attack!,Konami,Konami,2003-07-31JP,Released,Unreleased,Unreleased
1816,K-1 World Max 2005,Konami,Konami,2005-07-16JP,Released,Unreleased,Unreleased
1817,K.O. King,Phoenix Games,Phoenix Games,2006-11-03EU,Unreleased,Released,Unreleased
1818,Ka 2: Let's Go Hawaii,Zoom,Sony Computer Entertainment,2003-07-03JP,Released,Unreleased,Unreleased
1819,Kaan: Barbarian's Blade,EKO Software,DreamCatcher Interactive,2004-02-13EU,Unreleased,Released,Unreleased
1820,Kaena,Xilam,Namco,2004-04-15JP,Released,Unreleased,Unreleased
1821,Kaerazu no Mori,Global A,Global A,2002-12-26JP,Released,Unreleased,Unreleased
1822,Kaeru Batake de Tsukamaete,Takuyo,Takuyo,2010-04-28JP,Released,Unreleased,Unreleased
1823,Kaeru Batake de Tsukamaete: Natsu Chigira Sansen,Takuyo,Takuyo,2010-12-28JP,Released,Unreleased,Unreleased
1824,Kaido Racer,Genki,"GenkiJP, KonamiPAL",2004-02-26JP,Released,Released,Unreleased
1825,Kaiketsu Zorori: Mezase! Itazura King,Bandai,Bandai,2004-04-28JP,Released,Unreleased,Unreleased
1826,Kaiketsu! Osabakiina,KID,KID,2004-07-29JP,Released,Unreleased,Unreleased
1827,Kaitou Apricot Kanzenban,Takuyo,Takuyo,2005-01-20JP,Released,Unreleased,Unreleased
1828,Kakinoki Shogi IV,ASCII Entertainment,ASCII Entertainment,2000-03-04JP,Released,Unreleased,Unreleased
1829,Kakutou Bijin Wulong,DreamFactory,Namco Bandai Games,2006-06-22JP,Released,Unreleased,Unreleased
1830,Kamaitachi no Yoru 2,ChunSoft,ChunSoft,2002-07-18JP,Released,Unreleased,Unreleased
1831,Kamaitachi no Yoru 3,ChunSoft,Sega,2006-07-27JP,Released,Unreleased,Unreleased
1832,Kamen Rider 555,Namco Bandai,Namco Bandai,2003-12-18JP,Released,Unreleased,Unreleased
1833,Kamen Rider Blade,Digifloyd,Namco Bandai,2004-12-09JP,Released,Unreleased,Unreleased
1834,Kamen Rider: Climax Heroes,Eighting,Namco Bandai,2009-08-06JP,Released,Unreleased,Unreleased
1835,Kamen Rider Hibiki,Namco Bandai,Namco Bandai,2005-12-01JP,Released,Unreleased,Unreleased
