row_id,boardgame,release_year,min_players,max_players,min_playtime,max_playtime,minimum_age,avg_rating,num_ratings,complexity,rank_overall,owned,wishlisted,total_plays,fans,page_views,amazon_price,std_deviation,comments,monthly_plays,previously_owned,for_trade,want_trade,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10,categories,mechanics,families,designers,artists,publishers,solo_designers,developers,graphic_designers,sculptors,editors,writers,insert_designers,rank_strategy,rank_thematic,rank_family,rank_war,rank_customizable,rank_abstract,rank_party,rank_childrens,url,description
11,Spirit Island,2017,1,4,90,120,13,8.339,58873,4.08,11,90410,23844,390307,7768,7411357,64.99,1.52,9061,3294,6607,632,1791,169,175,439,646,1200,3400,7200,14000,16000,16000,Environmental; Fantasy; Mythology; Territory Building,"Action Retrieval; Area Majority / Influence; Automatic Resource Growth; Campaign / Battle Card Driven; Cooperative Game; Deck, Bag, and Pool Building; Hand Management; Modular Board; Simultaneous Action Selection; Solo / Solitaire Game; Tags; Variable Player Powers; Variable Set-up",Category: Dized Tutorial; Components: Control Boards; Components: Map (Continental / National scale); Components: Miniatures; Components: Official Music Soundtrack; Components: Wooden pieces & boards; Crowdfunding: Kickstarter; Digital Implementations: Apple App Store; Digital Implementations: Google Play; Digital Implementations: Steam; Game: Spirit Island; Islands: Fictional; Misc: LongPack Games; Players: Games with Solitaire Rules; Theme: Colonial; Theme: Environmental Protection / Degradation / Pollution; Theme: Tropical; Theme: Tropical Islands,R. Eric Reuss,Jason Behnke; Loïc Berger; Loïc Billiau; Kat G Birmelin; Cari Corene; Lucas Durham; Rocky Hammer; Sydni Kruger; Nolan Nasser; Jorge Ramos; Adam Rebottaro; Moro Rogers; Graham Sternberg; Shane Tyree; Joshua Wright (I),"Greater Than Games, LLC; 999 Games; Ace Studios; Arrakis Games; BoardM Factory; Engames; Fabled Nexus; Fox in the Box; Games7Days; Gém Klub Kft.; Ghenos Games; Hobby World; Intrafin Games; Lacerta; One Moment Games; Pegasus Spiele; Portal Games; REXhry; Siam Board Games",,['Ted Vessenes'],"['SaRae Henderson', 'Darrell Louder']",['Jorge Ramos'],"['Brian Blankstein', 'Dylan Thurston', 'Ted Vessenes']",['Paul Bender'],,10,,,,,,,,https://boardgamegeek.com/boardgame/162886/spirit-island,Island Spirits join forces using elemental powers to defend their home from invaders.
12,Gloomhaven: Jaws of the Lion,2020,1,4,30,120,14,8.382,38651,3.64,12,83848,8865,194704,4120,3206307,64.95,1.48,5540,1064,6956,1066,442,204,122,223,327,681,1800,4200,9400,12000,9400,Adventure; Exploration; Fantasy; Fighting; Miniatures,Action Queue; Action Retrieval; Campaign / Battle Card Driven; Communication Limits; Cooperative Game; Critical Hits and Failures; Deck Construction; Grid Movement; Hand Management; Hexagon Grid; Legacy Game; Line of Sight; Multi-Use Cards; Once-Per-Game Abilities; Player Elimination; Role Playing; Scenario / Mission / Campaign Game; Simultaneous Action Selection; Solo / Solitaire Game; Variable Player Powers,Category: Dungeon Crawler; Components: Book as Board; Components: Miniatures; Components: Multi-Use Cards; Components: Standees; Digital Implementations: Steam; Digital Implementations: TableTop Simulator Mod (TTS); Game: Gloomhaven; Mechanism: Campaign Games; Mechanism: Legacy; Misc: Forteller Audio Narration; Misc: Limited Replayability; Misc: Watch It Played How To Videos; Players: Games with Solitaire Rules,Isaac Childres,Francesca Baerald; David Demaret; Alexandr Elichev,Cephalofair Games; Albi; Albi Polska; Arclight Games; CoolPlay; Feuerland Spiele; Galápagos Jogos; Gém Klub Kft.; Hobby World; Korea Boardgames; Lord of Boards; Meanbook Games; Siam Board Games,,"['Zachary Cohn', 'Marcel Dragomir', 'Drew Penn', 'Alexander JL Theoharis']","['Cat Bock', 'David Bock', 'Jason D. Kingsley', 'Josh T. McDowell']",['Chris Lewis'],,['Isaac Childres'],,11,7,,,,,,,https://boardgamegeek.com/boardgame/291457/gloomhaven-jaws-of-the-lion,Vanquish monsters with strategic cardplay in a 25-scenario Gloomhaven campaign.
13,Gaia Project,2017,1,4,60,150,12,8.359,29894,4.4,13,36748,12470,125607,2973,3923792,,1.41,4216,753,3121,356,1366,102,65,146,228,538,1400,3600,7600,9200,7000,Civilization; Economic; Science Fiction; Space Exploration; Territory Building,End Game Bonuses; Hexagon Grid; Income; Modular Board; Network and Route Building; Solo / Solitaire Game; Tags; Tech Trees / Tech Tracks; Turn Order: Pass Order; Variable Player Powers; Variable Set-up; Victory Points as a Resource,Category: Combinatorial; Components: Control Boards; Components: Map (Interplanetary or Interstellar scale); Digital Implementations: Board Game Arena; Digital Implementations: Google Play; Digital Implementations: Steam; Digital Implementations: TableTop Simulator Mod (TTS); Mechanism: Tableau Building; Misc: Made by Panda; Organizations: Automa Factory; Players: Games with Solitaire Rules; Series: Terra Mystica,Jens Drögemüller; Helge Ostertag,Dennis Lohausen,Feuerland Spiele; Automa Factory; Capstone Games; Cranio Creations; DiceTree Games; Edge Entertainment; Game Harbor; Games Factory; Hobby World; IGAMES; Maldito Games; Mandala Jogos; Portal Games; Reflexshop; Super Meeple; テンデイズゲームズ (TendaysGames); TLAMA games; White Goblin Games; Z-Man Games,"['Lines J. Hutter', 'Morten Monrad Pedersen', 'David J. Studley']",,,,['Frank Heeren'],,,9,,,,,,,,https://boardgamegeek.com/boardgame/220308/gaia-project,"Expand, research, upgrade, and settle the galaxy with one of 14 alien species."
14,Twilight Struggle,2005,2,2,120,180,13,8.235,50906,3.61,14,71760,12794,133314,5372,6146581,64.5,1.58,10389,255,6918,1101,1296,298,216,421,621,1200,2900,6400,13000,15000,12000,Modern Warfare; Political; Wargame,Action / Event; Advantage Token; Area Majority / Influence; Campaign / Battle Card Driven; Dice Rolling; Events; Hand Management; Simulation; Simultaneous Action Selection; Sudden Death Ending; Tug of War; Variable Set-up,Components: Map (Global Scale); Components: Multi-Use Cards; Continents: Asia; Country: Soviet Union; Country: USA; Digital Implementations: Google Play; Digital Implementations: Steam; Game: Twilight Struggle; History: Cold War; Misc: BGG Hall of Fame; Misc: Dice Tower Hall of Fame; Players: Two-Player Only Games; Players: Wargames with Rules Supporting Only Two Players; Political: NATO; Region: The World; Series: Twilight Struggle; Theme: Nuclear option; War Level of Command: Grand Strategy,Ananda Gupta; Jason Matthews,Viktor Csete; Rodger B. MacGowan; Chechu Nieto; Guillaume Ries; Mark Simonitch,GMT Games; Asterion Press; Bard Centrum Gier; Chrononauts Games; Devir; DiceTree Games; GaGa Games; MINDOK; PHALANX; Pixie Games; Udo Grebe Gamedesign; Wargames Club Publishing,,,['Viktor Csete'],,,,,14,,,2,,,,,https://boardgamegeek.com/boardgame/12333/twilight-struggle,Relive the Cold War and rewrite history in an epic clash between the USA and USSR.
15,Through the Ages: A New Story of Civilization,2015,2,4,120,120,14,8.261,33740,4.44,15,39022,9899,144956,2581,4045321,79.99,1.53,4989,527,4703,548,954,150,115,255,371,707,2000,4400,8300,9600,7900,Card Game; Civilization; Economic,Action Points; Auction / Bidding; Auction: Dutch; Events; Income; Open Drafting; Player Elimination; Tags; Take That,Digital Implementations: Board Game Arena; Digital Implementations: Google Play; Digital Implementations: Steam; Game: Through the Ages; Historical Figures: Various; Mechanism: Tableau Building; Misc: BGG Hall of Fame; Theme: Colonial,Vlaada Chvátil,Filip Murmak; Radim Pech; Jakub Politzer; Milan Vavroň,"Czech Games Edition; Cranio Creations; Devir; DiceTree Games; Eagle-Gryphon Games; Feelindigo; GaGa Games; Gém Klub Kft.; HaKubia; HeidelBÄR Games; Heidelberger Spieleverlag; IELLO; MINDOK; New Games Order, LLC; One Moment Games; Rebel Sp. z o.o.",,,,,,,,13,,,,,,,,https://boardgamegeek.com/boardgame/182028/through-the-ages-a-new-story-of-civilization,Forge your own path through history as you draft a civilization for the ages.
16,The Castles of Burgundy,2011,2,4,30,90,12,8.152,66796,2.97,16,81487,13425,410557,4643,4837677,399.99,1.25,10133,1746,8808,928,1102,112,89,209,402,1100,3200,10000,23000,20000,9400,Animals; Dice; Medieval; Territory Building,Delayed Purchase; Dice Rolling; End Game Bonuses; Grid Coverage; Hexagon Grid; Open Drafting; Pattern Building; Tile Placement; Track Movement; Turn Order: Stat-Based; Variable Set-up,Animals: Cattle / Cows; Animals: Chickens / Roosters; Animals: Pigs; Animals: Sheep; Country: France; Digital Implementations: Board Game Arena; Digital Implementations: Boiteajeux; Digital Implementations: Google Play; Digital Implementations: Steam; Digital Implementations: Yucata; Game: The Castles of Burgundy; Mechanism: Tableau Building; Misc: BGG Hall of Fame; Misc: Dice Tower Hall of Fame; Misc: Watch It Played How To Videos; Players: Games with expansions that add solo play; Region: Burgundy (France); Series: Alea Big Box,Stefan Feld,Julien Delval; Harald Lieske,alea; Ravensburger; Broadway Toys LTD; Giochi Uniti; Grow Jogos e Brinquedos; Hobby World; Maldito Games; Rebel Sp. z o.o.,,,,,,,,16,,,,,,,,https://boardgamegeek.com/boardgame/84876/the-castles-of-burgundy,"Plan, trade, and build your Burgundian estate to prosperity and prominence."
17,Great Western Trail,2016,2,4,75,150,12,8.163,42836,3.7,17,46377,9971,153049,2608,3879566,42.74,1.32,5507,342,6054,642,1119,114,83,195,347,819,2100,5900,13000,14000,6200,American West; Animals; Economic,"Deck, Bag, and Pool Building; Hand Management; Ownership; Set Collection; Track Movement; Variable Set-up","Animals: Cattle / Cows; Cities: Kansas City (Missouri, USA); Components: Control Boards; Components: Map (Regional scale); Components: Wooden pieces & boards; Country: USA; Digital Implementations: Board Game Arena; Game: Great Western Trail; Mechanism: Tableau Building; Series: The Great Designers (Stronghold Games); States: Texas",Alexander Pfister,Andreas Resch,eggertspiele; 999 Games; Arclight Games; Broadway Toys LTD; Conclave Editora; Delta Vision Publishing; Ediciones MasQueOca; Gigamic; Korea Boardgames; Lacerta; Ludicus Games; MINDOK; Pegasus Spiele; Plan B Games; Stronghold Games; uplay.it edizioni; YOKA Games; Zvezda,,['Viktor Kobilke'],,,['Viktor Kobilke'],,,17,,,,,,,,https://boardgamegeek.com/boardgame/193738/great-western-trail,Use strategic outposts and navigate danger as you herd your cattle to Kansas City.
18,Eclipse: Second Dawn for the Galaxy,2020,2,6,60,200,14,8.409,16024,3.65,18,20606,8588,32784,2239,2990468,225.0,1.39,2233,225,1184,124,949,58,37,69,113,252,729,1700,4000,5300,3800,Civilization; Exploration; Science Fiction; Space Exploration; Territory Building; Wargame,Alliances; Area Majority / Influence; Area-Impulse; Dice Rolling; Grid Movement; Hexagon Grid; Hot Potato; Income; Modular Board; Passed Action Token; Tech Trees / Tech Tracks; Variable Player Powers,Components: Control Boards; Components: Game Trayz Inside; Components: Map (Interplanetary or Interstellar scale); Components: Miniatures; Crowdfunding: Kickstarter; Digital Implementations: Steam; Game: Eclipse (Lautapelit.fi); Mechanism: 4X; Misc: Made by Panda,Touko Tahkokallio,Noah Adelman; Jere Kasanen; Jukka Rajaniemi; Sampo Sikiö,Lautapelit.fi; Arclight Games; CrowD Games; Maldito Games; Matagot; MeepleBR; Pegasus Spiele; sternenschimmermeer; Surfin' Meeple China; TLAMA games; uplay.it edizioni,,,['Jere Kasanen'],,,,['Noah Adelman'],15,,,,,,,,https://boardgamegeek.com/boardgame/246900/eclipse-second-dawn-for-the-galaxy,"Build an interstellar civilization by exploration, research, conquest, and diplomacy."
19,Scythe,2016,1,5,90,115,14,8.115,89793,3.45,19,122965,25439,328201,10384,8673810,84.0,1.45,13170,1135,7870,963,1797,229,232,583,1000,2300,5900,13000,25000,26000,16000,Economic; Fighting; Science Fiction; Territory Building,Area Majority / Influence; Card Play Conflict Resolution; Contracts; End Game Bonuses; Force Commitment; Grid Movement; Hexagon Grid; King of the Hill; Movement Points; Narrative Choice / Paragraph; Solo / Solitaire Game; Take That; Tech Trees / Tech Tracks; Variable Player Powers; Variable Set-up; Victory Points as a Resource; Zone of Control,Category: Autonomous simulation; Category: Dized Tutorial; Components: Meeples; Components: Control Boards; Components: Map (Continental / National scale); Components: Miniatures; Components: Wooden pieces & boards; Continents: Europe; Crowdfunding: Kickstarter; Decades: The 1920's; Digital Implementations: Board Game Arena; Digital Implementations: Google Play; Digital Implementations: Steam; Digital Implementations: TableTop Simulator Mod (TTS); Digital Implementations: Tabletopia; Game: Scythe; Mechanism: Tableau Building; Misc: Made by Panda; Misc: Watch It Played How To Videos; Organizations: Automa Factory; Players: Games with Solitaire Rules; Theme: Alternate History; Theme: Dieselpunk; Theme: Mech Warfare,Jamey Stegmaier,Jakub Rozalski,Stonemaier Games; Albi; Angry Lion Games; Arclight Games; CrowD Games; Delta Vision Publishing; Feuerland Spiele; Fire on Board Jogos; Galápagos Jogos; Geekach LLC; Ghenos Games; Korea Boardgames; Ludofy Creative; Maldito Games; Matagot; Morning; PHALANX; Planeta Igor; Playfun Games; Surfin' Meeple China,['Morten Monrad Pedersen'],,['Christine Santana'],,,,,25,,,,,,,,https://boardgamegeek.com/boardgame/169786/scythe,"Five factions vie for dominance in a war-torn, mech-filled, dieselpunk 1920s Europe."
20,Brass: Lancashire,2007,2,4,60,120,14,8.198,26390,3.85,20,34563,6241,80344,2181,2989209,69.6,1.36,5380,219,4229,570,955,97,64,121,210,470,1300,3600,8200,8100,4400,Economic; Educational; Industry / Manufacturing; Post-Napoleonic; Transportation,Chaining; End Game Bonuses; Hand Management; Income; Loans; Market; Multi-Use Cards; Network and Route Building; Ownership; Tags; Tech Trees / Tech Tracks; Tile Placement; Turn Order: Stat-Based; Variable Set-up,"Cities: Manchester (England, UK); Components: Map (Regional scale); Country: England; Crowdfunding: Spieleschmiede; Digital Implementations: Apple App Store; Digital Implementations: Steam; Game: Brass; History: Industrial Revolution; Misc: BGG Hall of Fame; Misc: LongPack Games; Theme: Canals",Martin Wallace,Gavan Brown; Lina Cossette; Peter Dennis; David Forest; Eckhard Freytag; Damien Mammoliti,"Roxley; Warfrog Games; Arclight Games; BoardM Factory; Conclave Editora; CrowD Games; Dexker Games; Eagle-Gryphon Games; FRED Distribution, Inc.; Funforge; Ghenos Games; Giant Roc; Maldito Games; Pegasus Spiele; PHALANX; Rebel Sp. z o.o.; Wargames Club Publishing; White Goblin Games",,,,,,,,18,,,,,,,,https://boardgamegeek.com/boardgame/28720/brass-lancashire,Test your economic mettle as you build and network in the Industrial Revolution.
21,7 Wonders Duel,2015,2,2,30,30,10,8.084,103726,2.23,21,174404,11713,604553,6429,3822040,,1.20,13580,2740,9336,1343,857,112,125,303,535,1500,5300,17000,38000,29000,12000,Ancient; Card Game; City Building; Civilization; Economic,End Game Bonuses; Income; Melding and Splaying; Modular Board; Multi-Use Cards; Once-Per-Game Abilities; Open Drafting; Score-and-Reset Game; Set Collection; Sudden Death Ending; Tags; Tech Trees / Tech Tracks; Track Movement; Tug of War; Variable Set-up,Ancient: Babylon; Ancient: Egypt; Ancient: Greece; Ancient: Rome; Constructions: Pyramids; Digital Implementations: Board Game Arena; Digital Implementations: Google Play; Game: 7 Wonders; Game: 7 Wonders Duel; Mechanism: Tableau Building; Misc: Watch It Played How To Videos; Players: Games with expansions that add solo play; Players: Two-Player Only Games; Versions & Editions: Two-Player Versions of More-Player Games,Antoine Bauza; Bruno Cathala,Miguel Coimbra,Repos Production; ADC Blackfire Entertainment; asmodee; Asterion Press; Boardgame Space; CoolPlay; Galápagos Jogos; Gém Klub Kft.; Hobby Japan; KADABRA; Kaissa Chess & Games; Korea Boardgames; Lautapelit.fi; Lifestyle Boardgames Ltd; Ludicus Games; Ponva d.o.o.; Pridemage Games; Rebel Sp. z o.o.; Siam Board Games; Sombreros Production; Ігромаг,,,,,,,,26,,,,,,,,https://boardgamegeek.com/boardgame/173346/7-wonders-duel,Science? Military? What will you draft to win this head-to-head version of 7 Wonders?
22,Frosthaven,2022,1,4,90,180,14,8.773,9036,4.41,22,22261,6188,102087,2546,3528167,198.95,1.93,1982,1410,851,218,328,236,63,65,76,139,212,464,1100,2200,4500,Adventure; Exploration; Fantasy; Fighting; Miniatures,"Campaign / Battle Card Driven; Communication Limits; Cooperative Game; Deck Construction; Deck, Bag, and Pool Building; Grid Movement; Hand Management; Hexagon Grid; Legacy Game; Modular Board; Multi-Use Cards; Narrative Choice / Paragraph; Once-Per-Game Abilities; Scenario / Mission / Campaign Game; Simultaneous Action Selection; Solo / Solitaire Game; Variable Player Powers",Category: Dungeon Crawler; Components: Miniatures; Components: Multi-Use Cards; Components: Standees; Crowdfunding: Kickstarter; Digital Implementations: TableTop Simulator Mod (TTS); Game: Gloomhaven; Mechanism: Campaign Games; Mechanism: Legacy; Misc: Forteller Audio Narration; Players: Games with Solitaire Rules,Isaac Childres,Francesca Baerald; David Demaret; Alexandr Elichev; Josh T. McDowell,Cephalofair Games; Albi; Albi Polska; CMON Global Limited; Delta Vision Publishing; Feuerland Spiele; Galápagos Jogos; Korea Boardgames,,"['Zachary Cohn', 'Marcel Dragomir', 'Joe Homes', 'Drew Penn', 'Alexander JL Theoharis', 'Dennis Vögele']","['David Bock', 'Cat Bock', 'Jason D. Kingsley', 'Josh T. McDowell']","['Chad Hoverter', 'Chris Lewis']",['Dustin Schwartz'],"['Zachary Cohn', 'Joe Homes', 'Alexander JL Theoharis']",['Matt Healey'],12,5,,,,,,,https://boardgamegeek.com/boardgame/295770/frosthaven,Adventure in the frozen north and build up your outpost throughout an epic campaign.
23,Nemesis,2018,1,5,90,180,12,8.254,34821,3.48,23,47097,14803,82874,5471,4540400,138.63,1.52,5259,524,2832,220,1220,130,146,276,427,700,2000,4300,8600,11000,7500,Adventure; Horror; Miniatures; Science Fiction,Campaign / Battle Card Driven; Cooperative Game; Dice Rolling; Hand Management; Hidden Roles; Interrupts; Modular Board; Player Elimination; Semi-Cooperative Game; Solo / Solitaire Game; Team-Based Game; Traitor Game; Variable Player Powers,Category: Dungeon Crawler; Components: Dice with Icons; Components: Miniatures; Components: Polyhedral (not D6) dice; Creatures: Aliens / Extraterrestrials; Crowdfunding: Kickstarter; Crowdfunding: Modian; Game: Nemesis; Misc: Eastar Game Manufacturing; Players: Games with Solitaire Rules,Adam Kwapiński,Piotr Foksowicz; Patryk Jędraszek; Ewa Labak; Andrzej Półtoranos,Awaken Realms; Rebel Sp. z o.o.; Arclight Games; asmodee; Cranio Creations; Delta Vision Publishing; Funforge; Galápagos Jogos; Geekach LLC; Hobby World; Korea Boardgames; MINDOK; Rebel Studio,,"['Michał Oracz', 'Paweł Samborski', 'Michał Siekierski', 'Marcin Świerkot']","['Michał Oracz', 'Andrzej Półtoranos', 'Adrian Radziun']","['Jędrzej Chomicki', 'Piotr Gacek', 'Mateusz Modzelewski', 'Jakub Ziółkowski']",,,,,12,,,,,,,https://boardgamegeek.com/boardgame/167355/nemesis,"Survive an alien-infested spaceship, but beware of other players and their agendas!"
24,Clank! Legacy: Acquisitions Incorporated,2019,2,4,90,120,13,8.511,10679,2.74,24,18480,6536,62938,1079,1325299,100.0,1.44,1645,295,1665,127,653,48,30,54,76,189,414,962,2400,3500,3000,Adventure; Fantasy,"Deck, Bag, and Pool Building; Delayed Purchase; End Game Bonuses; Events; Legacy Game; Map Addition; Movement Points; Narrative Choice / Paragraph; Once-Per-Game Abilities; Open Drafting; Pick-up and Deliver; Player Elimination; Point to Point Movement; Push Your Luck; Scenario / Mission / Campaign Game; Set Collection; Variable Player Powers; Variable Set-up",Category: Dungeon Crawler; Components: Miniatures; Creatures: Dragons; Creatures: Goblins; Game: Clank!; Mechanism: Campaign Games; Mechanism: Legacy; Versions & Editions: Legacy Versions of Non-Legacy Games,Andy Clautice; Paul Dennen,Clay Brooks; Anika Burrell; Derek Herring; Raul Ramos; Nate Storm; Alain Viesca,Dire Wolf; Penny Arcade; Renegade Game Studios; Devir; Korea Boardgames; Lavka Games; Lucrum Games; Origames; Schwerkraft-Verlag,,,,,,,,,8,,,,,,,https://boardgamegeek.com/boardgame/266507/clank-legacy-acquisitions-incorporated,"""Go forth, be bold, and ACQUIRE!"" in this campaign version of ""Clank!"""
25,A Feast for Odin,2016,1,4,30,120,12,8.166,31679,3.86,25,41417,15786,123275,2728,3474691,,1.38,4850,643,3485,300,1974,70,71,187,264,619,1900,4400,9400,9400,5400,Animals; Economic; Farming; Industry / Manufacturing; Medieval; Puzzle,Action Points; Automatic Resource Growth; Dice Rolling; Enclosure; Grid Coverage; Hand Management; Income; Layering; Pattern Recognition; Push Your Luck; Solo / Solitaire Game; Square Grid; Tile Placement; Turn Order: Pass Order; Worker Placement,Animals: Cattle / Cows; Animals: Fish / Fishes; Animals: Moose / Elk; Animals: Sheep; Components: Polyhedral (not D6) dice; Components: Polyominoes; Components: Wooden pieces & boards; Country: Iceland; Country: Norway; Digital Implementations: Board Game Arena; Game: A Feast for Odin; History: Viking Expansion; Islands: Greenland (Denmark); Mechanism: Tableau Building; Mythology: Norse; Occupation: Farmer; Players: Games with Solitaire Rules; Region: Arctic; Series: Harvest (Uwe Rosenberg); Theme: Food / Cooking; Theme: Vikings,Uwe Rosenberg,Dennis Lohausen,Feuerland Spiele; Cranio Creations; Devir; Filosofia Éditions; Game Harbor; Hobby World; Korea Boardgames; Lacerta; Maldito Games; Mandala Jogos; Rebel Sp. z o.o.; Super Meeple; テンデイズゲームズ (TendaysGames); TLAMA games; White Goblin Games; Z-Man Games,,,,,['Frank Heeren'],,,20,,,,,,,,https://boardgamegeek.com/boardgame/177736/a-feast-for-odin,"Puzzle together the life of a Viking village as you hunt, farm, craft, and explore."
26,Concordia,2013,2,5,100,100,13,8.084,43420,2.99,26,49571,12179,144417,2698,3484505,52.47,1.21,6696,446,4019,410,1530,65,57,113,258,657,2200,7000,16000,12000,5000,Ancient; Economic; Nautical,"Action Retrieval; Advantage Token; Auction: Dutch; Deck, Bag, and Pool Building; End Game Bonuses; Hand Management; Hidden Victory Points; Investment; Movement Points; Network and Route Building; Open Drafting; Point to Point Movement; Set Collection; Variable Set-up",Ancient: Rome; Components: Meeples; Components: Map (Continental / National scale); Digital Implementations: Apple App Store; Digital Implementations: Boiteajeux; Digital Implementations: Google Play; Digital Implementations: Steam; Game: Concordia; Misc: BGG Hall of Fame; Players: Games with expansions that add solo play; Region: Mediterranean Sea,Mac Gerdts,Marina Fahrenbach; Mac Gerdts; Dominik Mayer,"PD-Verlag; 999 Games; Cranio Creations; CrowD Games; Ediciones MasQueOca; Egmont Polska; Gém Klub Kft.; Heidelberger Spieleverlag; Korea Boardgames; Laguna; Lex Games; New Games Order, LLC; Playfun Games; Rio Grande Games; Ystari Games",,,,,,,,22,,,,,,,,https://boardgamegeek.com/boardgame/124361/concordia,Merchants build and trade throughout the Roman Empire to please the Gods.
27,Great Western Trail: Second Edition,2021,1,4,75,150,12,8.284,16100,3.71,27,23201,4971,59591,1289,1212814,65.99,1.29,1731,458,1611,191,519,60,25,53,96,251,601,1900,5000,5500,2600,American West; Animals; Economic,"Deck, Bag, and Pool Building; Hand Management; Ownership; Set Collection; Solo / Solitaire Game; Tags; Track Movement; Variable Set-up","Animals: Cattle / Cows; Cities: Kansas City (Missouri, USA); Components: Control Boards; Country: USA; Digital Implementations: Board Game Arena; Game: Great Western Trail; Mechanism: Tableau Building; Players: Games with Solitaire Rules; States: Texas",Alexander Pfister,Chris Quilliams,eggertspiele; Arclight Games; CoolPlay; Delta Vision Publishing; Ediciones MasQueOca; Galápagos Jogos; Ghenos Games; Korea Boardgames; Lacerta; Rebel Sp. z o.o.; Yayoi The Dreamer; Zvezda; 本长文化,"['Wil Gerken', 'Steve Schlepphorst']",['André Bierth'],,,,,,19,,,,,,,,https://boardgamegeek.com/boardgame/341169/great-western-trail-second-edition,Wrangle your herd of cows across the Midwest prairie and deliver it to Kansas City.
28,Lost Ruins of Arnak,2020,1,4,30,120,12,8.071,51953,2.93,28,78658,14978,285051,5124,4089749,59.99,1.26,6410,2563,4064,475,1117,75,82,190,365,1000,2900,8100,18000,15000,6200,Adventure; Card Game; Exploration; Fantasy,"Area Movement; Contracts; Deck, Bag, and Pool Building; Delayed Purchase; End Game Bonuses; Hand Management; Multi-Use Cards; Once-Per-Game Abilities; Open Drafting; Resource to Move; Solo / Solitaire Game; Track Movement; Turn Order: Progressive; Worker Placement",Components: Gems/Crystals; Components: Multi-Use Cards; Components: Official Music Soundtrack; Creatures: Monsters; Digital Implementations: Board Game Arena; Digital Implementations: Yucata; Game: Lost Ruins of Arnak; Islands: Fictional; Occupation: Adventurer / Explorer; Players: Games with Solitaire Rules; Theme: Archaeology / Paleontology; Theme: Temple; Theme: Tropical; Theme: Tropical Islands,Elwen; Mín,Ondřej Hrdina; Jiří Kůs; Filip Murmak; Jakub Politzer; František Sedláček; Milan Vavroň,"Czech Games Edition; Brädspel.se; Cranio Creations; Devir; DiceTree Games; Fantasmagoria; GaGa Games; Games4you; Gém Klub Kft.; Goblin Gaming; HeidelBÄR Games; Hobby Japan; IELLO; Kaissa Chess & Games; Lautapelit.fi; Lex Games; Lord of Boards; MINDOK; More Fun Co., Ltd.; One Moment Games; Rebel Sp. z o.o.; Spilbræt.dk; White Goblin Games",,"['Michal Štach', 'Michaela Štachová']",['Filip Murmak'],,,,,32,,,,,,,,https://boardgamegeek.com/boardgame/312484/lost-ruins-of-arnak,Explore an island to find resources and discover the lost ruins of Arnak.
29,Arkham Horror: The Card Game,2016,1,2,60,120,14,8.126,46246,3.56,29,81160,11164,347171,6156,9030381,48.99,1.55,7148,1485,8800,1116,717,138,167,386,639,1300,3200,6700,12000,12000,9600,Adventure; Card Game; Collectible Components; Exploration; Horror; Novel-based,Action Points; Area Movement; Communication Limits; Cooperative Game; Deck Construction; Events; Hand Management; Map Deformation; Modular Board; Player Elimination; Push Your Luck; Role Playing; Scenario / Mission / Campaign Game; Solo / Solitaire Game; Stat Check Resolution; Variable Player Powers,Collectible: Living Card Game (Fantasy Flight Games); Game: Arkham Horror – The Card Game; Mechanism: Campaign Games; Mechanism: Tableau Building; Players: Games with Solitaire Rules; Series: Arkham Horror Files (Fantasy Flight Games); Theme: Cthulhu Mythos; Versions & Editions: Card Versions of Non-Card Games,Nate French; MJ Newman,Christopher Hosch; Marcin Jakubowski; Ignacio Bazán Lazcano; Henning Ludvigsen; Mercedes Opheim; Zoe Robinson; Evan Simonet,Fantasy Flight Games; Arclight Games; asmodee; Asterion Press; Edge Entertainment; Galakta; Galápagos Jogos; Heidelberger Spieleverlag; Hobby World; Korea Boardgames; Tower Tactic Games; Ігромаг,,,,,['Adam Baker'],,,,13,,,2,,,,https://boardgamegeek.com/boardgame/205637/arkham-horror-the-card-game,Investigate the horrors of Arkham while courting cosmic doom.
